spaceIndex,spaceId,spaceSymbol,spaceAddress,proposalId,proposalTitle,proposalBody,proposalChoices,proposalStart,proposalStart.1,proposalEnd,proposalSanpshot,proposalAuth,proposalSpace,voteId,voteVoter,voteCreated,voteChoice,voteSpace
4611,2118,2118,2118,2118,2118,1855,2118,2118,2118,2118,0,2118,2118,2118,2118,2118,2118,0
4613,29,29,29,29,29,29,29,29,29,29,0,29,29,29,29,29,29,0
4614,610,610,610,610,610,610,610,610,610,610,0,610,610,610,610,610,610,0
4615,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,0
4617,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4624,128,128,128,128,128,128,128,128,128,128,0,128,128,128,128,128,128,0
4626,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4636,1727,1727,1727,1727,1727,1727,1727,1727,1727,1727,0,1727,1727,1727,1727,1727,1727,0
4637,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,0
4639,319,319,319,319,319,319,319,319,319,319,0,319,319,319,319,319,319,0
4641,43,43,43,43,43,7,43,43,43,43,0,43,43,43,43,43,43,0
4646,343,343,343,343,343,343,343,343,343,343,0,343,343,343,343,343,343,0
4647,437,437,437,437,437,437,437,437,437,437,0,437,437,437,437,437,437,0
4652,106,106,106,106,106,32,106,106,106,106,0,106,106,106,106,106,106,0
4653,389,389,389,389,389,389,389,389,389,389,0,389,389,389,389,389,389,0
4656,155,155,155,155,155,155,155,155,155,155,0,155,155,155,155,155,155,0
4657,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4658,20,20,20,20,20,0,20,20,20,20,0,20,20,20,20,20,20,0
4660,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
4661,28,28,28,28,28,2,28,28,28,28,0,28,28,28,28,28,28,0
4662,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
4665,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0
4668,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0
4671,114,114,114,114,114,114,114,114,114,114,0,114,114,114,114,114,114,0
4674,287,287,287,287,287,287,287,287,287,287,0,287,287,287,287,287,287,0
4676,1546,1546,1546,1546,1546,1032,1546,1546,1546,1546,0,1546,1546,1546,1546,1546,1546,0
4679,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0
4681,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0
4682,16,16,16,16,16,16,16,16,16,16,0,16,16,16,16,16,16,0
4686,189,189,189,189,189,189,189,189,189,189,0,189,189,189,189,189,189,0
4687,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,0
4689,13,13,13,13,13,13,13,13,13,13,0,13,13,13,13,13,13,0
4692,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,0
4696,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,0
4697,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4701,217,217,217,217,217,217,217,217,217,217,0,217,217,217,217,217,217,0
4702,389,389,389,389,389,389,389,389,389,389,0,389,389,389,389,389,389,0
4718,13,13,13,13,13,13,13,13,13,13,0,13,13,13,13,13,13,0
4719,244,244,244,244,244,244,244,244,244,244,0,244,244,244,244,244,244,0
4726,26,26,26,26,26,26,26,26,26,26,0,26,26,26,26,26,26,0
4727,15,15,15,15,15,15,15,15,15,15,0,15,15,15,15,15,15,0
4728,3,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,3,0
4731,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0
4733,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,0
4735,22,22,22,22,22,22,22,22,22,22,0,22,22,22,22,22,22,0
4736,14,14,14,14,14,14,14,14,14,14,0,14,14,14,14,14,14,0
4737,6,6,6,6,6,2,6,6,6,6,0,6,6,6,6,6,6,0
4738,1920,1920,1920,1920,1920,1863,1920,1920,1920,1920,0,1920,1920,1920,1920,1920,1920,0
4740,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0
4741,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,0
4753,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,0
4755,314,314,314,314,314,310,314,314,314,314,0,314,314,314,314,314,314,0
4757,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
4759,3,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,3,0
4767,386,386,386,386,386,386,386,386,386,386,0,386,386,386,386,386,386,0
4768,14,14,14,14,14,14,14,14,14,14,0,14,14,14,14,14,14,0
4772,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0
4773,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,0
4774,14,14,14,14,14,14,14,14,14,14,0,14,14,14,14,14,14,0
4777,3,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,3,0
4778,4,4,4,4,4,3,4,4,4,4,0,4,4,4,4,4,4,0
4782,11,11,11,11,11,11,11,11,11,11,0,11,11,11,11,11,11,0
4783,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0
4784,15,15,15,15,15,15,15,15,15,15,0,15,15,15,15,15,15,0
4787,13,13,13,13,13,0,13,13,13,13,0,13,13,13,13,13,13,0
4804,4,4,4,4,4,0,4,4,4,4,0,4,4,4,4,4,4,0
4805,3,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,3,0
4806,11,11,11,11,11,11,11,11,11,11,0,11,11,11,11,11,11,0
4809,31,31,31,31,31,31,31,31,31,31,0,31,31,31,31,31,31,0
4810,82,82,82,82,82,82,82,82,82,82,0,82,82,82,82,82,82,0
4811,357,357,357,357,357,357,357,357,357,357,0,357,357,357,357,357,357,0
4812,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
4814,128,128,128,128,128,128,128,128,128,128,0,128,128,128,128,128,128,0
4820,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4821,73,73,73,73,73,73,73,73,73,73,0,73,73,73,73,73,73,0
4823,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4826,258,258,258,258,258,258,258,258,258,258,0,258,258,258,258,258,258,0
4827,3,3,3,3,3,1,3,3,3,3,0,3,3,3,3,3,3,0
4839,357,357,357,357,357,357,357,357,357,357,0,357,357,357,357,357,357,0
4840,26,26,26,26,26,26,26,26,26,26,0,26,26,26,26,26,26,0
4842,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,0
4843,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4847,111,111,111,111,111,111,111,111,111,111,0,111,111,111,111,111,111,0
4850,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,0
4852,12,12,12,12,12,12,12,12,12,12,0,12,12,12,12,12,12,0
4856,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0
4860,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,0
4863,12,12,12,12,12,12,12,12,12,12,0,12,12,12,12,12,12,0
4864,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,0
4865,146,146,146,146,146,146,146,146,146,146,0,146,146,146,146,146,146,0
4866,418,418,418,418,418,380,418,418,418,418,0,418,418,418,418,418,418,0
4868,45,45,45,45,45,45,45,45,45,45,0,45,45,45,45,45,45,0
4870,31,31,31,31,31,31,31,31,31,31,0,31,31,31,31,31,31,0
4871,193,193,193,193,193,193,193,193,193,193,0,193,193,193,193,193,193,0
4872,985,985,985,985,985,985,985,985,985,985,0,985,985,985,985,985,985,0
4875,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,0
4881,60,60,60,60,60,46,60,60,60,60,0,60,60,60,60,60,60,0
4886,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
4887,48,48,48,48,48,48,48,48,48,48,0,48,48,48,48,48,48,0
4889,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4891,299,299,299,299,299,299,299,299,299,299,0,299,299,299,299,299,299,0
4892,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,0
4895,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4896,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0
4897,14,14,14,14,14,14,14,14,14,14,0,14,14,14,14,14,14,0
4898,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4899,201,201,201,201,201,201,201,201,201,201,0,201,201,201,201,201,201,0
4900,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0
4902,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0
4903,179,179,179,179,179,0,179,179,179,179,0,179,179,179,179,179,179,0
4905,4,4,4,4,4,1,4,4,4,4,0,4,4,4,4,4,4,0
4906,73,73,73,73,73,73,73,73,73,73,0,73,73,73,73,73,73,0
4908,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0
4909,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4910,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4912,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4914,4,4,4,4,4,0,4,4,4,4,0,4,4,4,4,4,4,0
4918,14,14,14,14,14,14,14,14,14,14,0,14,14,14,14,14,14,0
4924,52,52,52,52,52,52,52,52,52,52,0,52,52,52,52,52,52,0
4926,161,161,161,161,161,161,161,161,161,161,0,161,161,161,161,161,161,0
4927,59,59,59,59,59,0,59,59,59,59,0,59,59,59,59,59,59,0
4928,46,46,46,46,46,46,46,46,46,46,0,46,46,46,46,46,46,0
4930,57,57,57,57,57,51,57,57,57,57,0,57,57,57,57,57,57,0
4933,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4935,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0
4937,38,38,38,38,38,0,38,38,38,38,0,38,38,38,38,38,38,0
4941,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0
4950,59,59,59,59,59,59,59,59,59,59,0,59,59,59,59,59,59,0
4953,272,272,272,272,272,272,272,272,272,272,0,272,272,272,272,272,272,0
4957,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,0
4958,132,132,132,132,132,132,132,132,132,132,0,132,132,132,132,132,132,0
4962,109,109,109,109,109,109,109,109,109,109,0,109,109,109,109,109,109,0
4965,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4966,253,253,253,253,253,253,253,253,253,253,0,253,253,253,253,253,253,0
4968,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
4971,20,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,0
4975,14,14,14,14,14,14,14,14,14,14,0,14,14,14,14,14,14,0
4980,113,113,113,113,113,113,113,113,113,113,0,113,113,113,113,113,113,0
4981,36,36,36,36,36,36,36,36,36,36,0,36,36,36,36,36,36,0
4986,579,579,579,579,579,579,579,579,579,579,0,579,579,579,579,579,579,0
4990,47,47,47,47,47,47,47,47,47,47,0,47,47,47,47,47,47,0
4992,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0
5004,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0
5013,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
5016,714,714,714,714,714,0,714,714,714,714,0,714,714,714,714,714,714,0
5018,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0
