spaceIndex,spaceId,spaceSymbol,spaceAddress,proposalId,proposalTitle,proposalBody,proposalChoices,proposalStart,proposalStart.1,proposalEnd,proposalSanpshot,proposalAuth,proposalSpace,voteId,voteVoter,voteCreated,voteChoice,voteSpace
3959,290,290,290,290,290,290,290,290,290,290,0,290,290,290,290,290,290,0
3960,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,0
3961,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
3962,70,70,70,70,70,70,70,70,70,70,0,70,70,70,70,70,70,0
3967,36,36,36,36,36,36,36,36,36,36,0,36,36,36,36,36,36,0
3968,3,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,3,0
3970,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
3971,4,4,4,4,4,0,4,4,4,4,0,4,4,4,4,4,4,0
3972,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,0
3973,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,0
3974,47,47,47,47,47,47,47,47,47,47,0,47,47,47,47,47,47,0
3975,307,307,307,307,307,307,307,307,307,307,0,307,307,307,307,307,307,0
3976,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0
3978,169,169,169,169,169,169,169,169,169,169,0,169,169,169,169,169,169,0
3979,5,5,5,5,5,2,5,5,5,5,0,5,5,5,5,5,5,0
3980,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
3982,9,9,9,9,9,0,9,9,9,9,0,9,9,9,9,9,9,0
3983,48,48,48,48,48,48,48,48,48,48,0,48,48,48,48,48,48,0
3984,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
3986,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
3987,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
3995,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
3999,430,430,430,430,430,430,430,430,430,430,0,430,430,430,430,430,430,0
4001,16,16,16,16,16,16,16,16,16,16,0,16,16,16,16,16,16,0
4004,172,172,172,172,172,162,172,172,172,172,0,172,172,172,172,172,172,0
4006,2998,2998,2998,2998,2998,2393,2998,2998,2998,2998,0,2998,2998,2998,2998,2998,2998,0
4007,417,417,417,417,417,305,417,417,417,417,0,417,417,417,417,417,417,0
4011,289,289,289,289,289,289,289,289,289,289,0,289,289,289,289,289,289,0
4012,43,43,43,43,43,43,43,43,43,43,0,43,43,43,43,43,43,0
4013,2,2,2,2,2,1,2,2,2,2,0,2,2,2,2,2,2,0
4015,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4017,4,4,4,4,4,0,4,4,4,4,0,4,4,4,4,4,4,0
4018,38,38,38,38,38,0,38,38,38,38,0,38,38,38,38,38,38,0
4019,183,183,183,183,183,183,183,183,183,183,0,183,183,183,183,183,183,0
4021,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
4022,6,6,6,6,6,3,6,6,6,6,0,6,6,6,6,6,6,0
4026,32,32,32,32,32,0,32,32,32,32,0,32,32,32,32,32,32,0
4027,296,296,296,296,296,233,296,296,296,296,0,296,296,296,296,296,296,0
4029,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
4033,6,6,6,6,6,0,6,6,6,6,0,6,6,6,6,6,6,0
4037,8,8,8,8,8,0,8,8,8,8,0,8,8,8,8,8,8,0
4038,12,12,12,12,12,0,12,12,12,12,0,12,12,12,12,12,12,0
4039,44,44,44,44,44,0,44,44,44,44,0,44,44,44,44,44,44,0
4040,17,17,17,17,17,2,17,17,17,17,0,17,17,17,17,17,17,0
4045,9,9,9,9,9,0,9,9,9,9,0,9,9,9,9,9,9,0
4046,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,0
4047,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0
4048,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4049,3,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,3,0
4050,40,40,40,40,40,40,40,40,40,40,0,40,40,40,40,40,40,0
4051,4,4,4,4,4,0,4,4,4,4,0,4,4,4,4,4,4,0
4052,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,0
4054,14,14,14,14,14,0,14,14,14,14,0,14,14,14,14,14,14,0
4059,356,356,356,356,356,356,356,356,356,356,0,356,356,356,356,356,356,0
4060,36,36,36,36,36,36,36,36,36,36,0,36,36,36,36,36,36,0
4062,5,5,5,5,5,0,5,5,5,5,0,5,5,5,5,5,5,0
4066,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4068,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4069,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4070,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4071,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4072,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4073,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4075,286,286,286,286,286,0,286,286,286,286,0,286,286,286,286,286,286,0
4078,18,18,18,18,18,18,18,18,18,18,0,18,18,18,18,18,18,0
4081,885,885,885,885,885,850,885,885,885,885,0,885,885,885,885,885,885,0
4083,323,323,323,323,323,323,323,323,323,323,0,323,323,323,323,323,323,0
4084,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4093,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
4096,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,0
4106,1016,1016,1016,1016,1016,380,1016,1016,1016,1016,0,1016,1016,1016,1016,1016,1016,0
4107,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
4108,43,43,43,43,43,43,43,43,43,43,0,43,43,43,43,43,43,0
4112,5,5,5,5,5,2,5,5,5,5,0,5,5,5,5,5,5,0
4115,31,31,31,31,31,31,31,31,31,31,0,31,31,31,31,31,31,0
4117,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,0
4118,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
4119,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4120,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0
4121,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0
4122,9,9,9,9,9,3,9,9,9,9,0,9,9,9,9,9,9,0
4123,227,227,227,227,227,227,227,227,227,227,0,227,227,227,227,227,227,0
4124,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,0
4126,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4128,3,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,3,0
4129,778,778,778,778,778,778,778,778,778,778,0,778,778,778,778,778,778,0
4130,174,174,174,174,174,174,174,174,174,174,0,174,174,174,174,174,174,0
4131,44,44,44,44,44,0,44,44,44,44,0,44,44,44,44,44,44,0
4133,84,84,84,84,84,83,84,84,84,84,0,84,84,84,84,84,84,0
4136,23,23,23,23,23,3,23,23,23,23,0,23,23,23,23,23,23,0
4140,3,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,3,0
4142,11,11,11,11,11,0,11,11,11,11,0,11,11,11,11,11,11,0
4144,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
4146,4,4,4,4,4,0,4,4,4,4,0,4,4,4,4,4,4,0
4148,7,7,7,7,7,0,7,7,7,7,0,7,7,7,7,7,7,0
4149,4,4,4,4,4,0,4,4,4,4,0,4,4,4,4,4,4,0
4151,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4152,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,0
4157,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4158,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0
4161,9,9,9,9,9,3,9,9,9,9,0,9,9,9,9,9,9,0
4163,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,0
4170,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0
4171,88,88,88,88,88,88,88,88,88,88,0,88,88,88,88,88,88,0
4172,13,13,13,13,13,0,13,13,13,13,0,13,13,13,13,13,13,0
4176,111,111,111,111,111,111,111,111,111,111,0,111,111,111,111,111,111,0
4177,53,53,53,53,53,53,53,53,53,53,0,53,53,53,53,53,53,0
4178,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,0
4179,21,21,21,21,21,0,21,21,21,21,0,21,21,21,21,21,21,0
4180,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,0
4181,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4184,12,12,12,12,12,0,12,12,12,12,0,12,12,12,12,12,12,0
4185,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4187,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
4188,249,249,249,249,249,249,249,249,249,249,0,249,249,249,249,249,249,0
4194,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,0
4195,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,0
4199,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
4200,134,134,134,134,134,0,134,134,134,134,0,134,134,134,134,134,134,0
4201,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
4202,10,10,10,10,10,0,10,10,10,10,0,10,10,10,10,10,10,0
4203,5,5,5,5,5,0,5,5,5,5,0,5,5,5,5,5,5,0
4204,320,320,320,320,320,320,320,320,320,320,0,320,320,320,320,320,320,0
4205,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0
4206,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
4207,16,16,16,16,16,0,16,16,16,16,0,16,16,16,16,16,16,0
4208,3,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,3,0
4210,10,10,10,10,10,0,10,10,10,10,0,10,10,10,10,10,10,0
4212,7,7,7,7,7,0,7,7,7,7,0,7,7,7,7,7,7,0
4213,4,4,4,4,4,0,4,4,4,4,0,4,4,4,4,4,4,0
4214,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,0
4215,20,20,20,20,20,20,20,20,20,20,0,20,20,20,20,20,20,0
4216,5,5,5,5,5,0,5,5,5,5,0,5,5,5,5,5,5,0
4218,21,21,21,21,21,21,21,21,21,21,0,21,21,21,21,21,21,0
4220,4,4,4,4,4,0,4,4,4,4,0,4,4,4,4,4,4,0
4222,21,21,21,21,21,13,21,21,21,21,0,21,21,21,21,21,21,0
4223,6,6,6,6,6,0,6,6,6,6,0,6,6,6,6,6,6,0
4225,8,8,8,8,8,0,8,8,8,8,0,8,8,8,8,8,8,0
4226,10,10,10,10,10,10,10,10,10,10,0,10,10,10,10,10,10,0
4227,197,197,197,197,197,197,197,197,197,197,0,197,197,197,197,197,197,0
4228,3,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,3,0
4229,7,7,7,7,7,0,7,7,7,7,0,7,7,7,7,7,7,0
4231,2,2,2,2,2,1,2,2,2,2,0,2,2,2,2,2,2,0
4233,8257,8257,8257,8257,8257,0,8257,8257,8257,8257,0,8257,8257,8257,8257,8257,8257,0
4235,955,955,955,955,955,955,955,955,955,955,0,955,955,955,955,955,955,0
4237,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4238,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
4240,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0
4241,221,221,221,221,221,221,221,221,221,221,0,221,221,221,221,221,221,0
4242,25,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,0
4243,141,141,141,141,141,141,141,141,141,141,0,141,141,141,141,141,141,0
4251,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4252,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4254,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,0
4259,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4260,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
4262,9,9,9,9,9,6,9,9,9,9,0,9,9,9,9,9,9,0
4263,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
4267,16,16,16,16,16,16,16,16,16,16,0,16,16,16,16,16,16,0
4268,402,402,402,402,402,402,402,402,402,402,0,402,402,402,402,402,402,0
4272,3056,3056,3056,3056,3056,3056,3056,3056,3056,3056,0,3056,3056,3056,3056,3056,3056,0
4275,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0
4277,398,398,398,398,398,398,398,398,398,398,0,398,398,398,398,398,398,0
4278,9,9,9,9,9,7,9,9,9,9,0,9,9,9,9,9,9,0
4279,12,12,12,12,12,5,12,12,12,12,0,12,12,12,12,12,12,0
4281,409,409,409,409,409,409,409,409,409,409,0,409,409,409,409,409,409,0
4284,403,403,403,403,403,403,403,403,403,403,0,403,403,403,403,403,403,0
4286,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
4287,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0
4289,2,2,2,2,2,1,2,2,2,2,0,2,2,2,2,2,2,0
4290,102,102,102,102,102,102,102,102,102,102,0,102,102,102,102,102,102,0
4291,10,10,10,10,10,4,10,10,10,10,0,10,10,10,10,10,10,0
4293,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4294,11,11,11,11,11,11,11,11,11,11,0,11,11,11,11,11,11,0
4296,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4298,16,16,16,16,16,16,16,16,16,16,0,16,16,16,16,16,16,0
4299,6,6,6,6,6,0,6,6,6,6,0,6,6,6,6,6,6,0
4300,2107,2107,2107,2107,2107,2107,2107,2107,2107,2107,0,2107,2107,2107,2107,2107,2107,0
4303,379,379,379,379,379,379,379,379,379,379,0,379,379,379,379,379,379,0
4304,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
4305,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0
4306,5,5,5,5,5,0,5,5,5,5,0,5,5,5,5,5,5,0
4308,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0
4309,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
4310,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
4311,9,9,9,9,9,0,9,9,9,9,0,9,9,9,9,9,9,0
4312,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0
4314,3,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,3,0
4315,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
4316,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,0
4318,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
4319,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
4323,13,13,13,13,13,13,13,13,13,13,0,13,13,13,13,13,13,0
4324,17,17,17,17,17,0,17,17,17,17,0,17,17,17,17,17,17,0
4325,49,49,49,49,49,0,49,49,49,49,0,49,49,49,49,49,49,0
4326,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
4328,3,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,3,0
4330,575,575,575,575,575,575,575,575,575,575,0,575,575,575,575,575,575,0
4331,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0
4333,2280,2280,2280,2280,2280,2280,2280,2280,2280,2280,0,2280,2280,2280,2280,2280,2280,0
4335,5,5,5,5,5,0,5,5,5,5,0,5,5,5,5,5,5,0
4337,15,15,15,15,15,15,15,15,15,15,0,15,15,15,15,15,15,0
4338,1429,1429,1429,1429,1429,1429,1429,1429,1429,1429,0,1429,1429,1429,1429,1429,1429,0
4339,661,661,661,661,661,661,661,661,661,661,0,661,661,661,661,661,661,0
4340,62,62,62,62,62,62,62,62,62,62,0,62,62,62,62,62,62,0
4341,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
4342,9,9,9,9,9,4,9,9,9,9,0,9,9,9,9,9,9,0
4343,228,228,228,228,228,228,228,228,228,228,0,228,228,228,228,228,228,0
4345,11,11,11,11,11,11,11,11,11,11,0,11,11,11,11,11,11,0
4346,14,14,14,14,14,13,14,14,14,14,0,14,14,14,14,14,14,0
4348,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4349,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,0
4350,967,967,967,967,967,967,967,967,967,967,0,967,967,967,967,967,967,0
4351,7,7,7,7,7,3,7,7,7,7,0,7,7,7,7,7,7,0
4356,665,665,665,665,665,665,665,665,665,665,0,665,665,665,665,665,665,0
4358,169,169,169,169,169,169,169,169,169,169,0,169,169,169,169,169,169,0
4360,74,74,74,74,74,74,74,74,74,74,0,74,74,74,74,74,74,0
4361,71,71,71,71,71,71,71,71,71,71,0,71,71,71,71,71,71,0
4362,42,42,42,42,42,42,42,42,42,42,0,42,42,42,42,42,42,0
4364,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,0
4365,37,37,37,37,37,37,37,37,37,37,0,37,37,37,37,37,37,0
4366,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
4369,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0
4370,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
4373,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4374,979,979,979,979,979,936,979,979,979,979,0,979,979,979,979,979,979,0
4378,246,246,246,246,246,0,246,246,246,246,0,246,246,246,246,246,246,0
4381,129,129,129,129,129,129,129,129,129,129,0,129,129,129,129,129,129,0
4382,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0
4383,120,120,120,120,120,120,120,120,120,120,0,120,120,120,120,120,120,0
4388,826,826,826,826,826,826,826,826,826,826,0,826,826,826,826,826,826,0
4389,45,45,45,45,45,0,45,45,45,45,0,45,45,45,45,45,45,0
4390,14,14,14,14,14,14,14,14,14,14,0,14,14,14,14,14,14,0
4391,11,11,11,11,11,11,11,11,11,11,0,11,11,11,11,11,11,0
4392,9,9,9,9,9,9,9,9,9,9,0,9,9,9,9,9,9,0
4393,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,0
4394,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0
4395,7628,7628,7628,7628,7628,7628,7628,7628,7628,7628,0,7628,7628,7628,7628,7628,7628,0
4397,11,11,11,11,11,0,11,11,11,11,0,11,11,11,11,11,11,0
4398,10,10,10,10,10,0,10,10,10,10,0,10,10,10,10,10,10,0
4399,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0
4407,306,306,306,306,306,306,306,306,306,306,0,306,306,306,306,306,306,0
4408,5,5,5,5,5,0,5,5,5,5,0,5,5,5,5,5,5,0
4409,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
4410,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
4411,50,50,50,50,50,50,50,50,50,50,0,50,50,50,50,50,50,0
4412,51,51,51,51,51,51,51,51,51,51,0,51,51,51,51,51,51,0
4413,52,52,52,52,52,52,52,52,52,52,0,52,52,52,52,52,52,0
4415,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,0
4416,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,0
4419,15,15,15,15,15,15,15,15,15,15,0,15,15,15,15,15,15,0
4421,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,0
4422,6,6,6,6,6,6,6,6,6,6,0,6,6,6,6,6,6,0
4423,250,250,250,250,250,250,250,250,250,250,0,250,250,250,250,250,250,0
4427,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,0
4428,244,244,244,244,244,0,244,244,244,244,0,244,244,244,244,244,244,0
4429,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
4430,40,40,40,40,40,40,40,40,40,40,0,40,40,40,40,40,40,0
4431,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
4433,3,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,3,0
4435,52,52,52,52,52,52,52,52,52,52,0,52,52,52,52,52,52,0
4436,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0
4438,133,133,133,133,133,133,133,133,133,133,0,133,133,133,133,133,133,0
4439,47,47,47,47,47,47,47,47,47,47,0,47,47,47,47,47,47,0
4440,41,41,41,41,41,41,41,41,41,41,0,41,41,41,41,41,41,0
4441,49,49,49,49,49,49,49,49,49,49,0,49,49,49,49,49,49,0
4442,49,49,49,49,49,49,49,49,49,49,0,49,49,49,49,49,49,0
4443,47,47,47,47,47,47,47,47,47,47,0,47,47,47,47,47,47,0
4444,52,52,52,52,52,52,52,52,52,52,0,52,52,52,52,52,52,0
4445,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
4446,21,21,21,21,21,21,21,21,21,21,0,21,21,21,21,21,21,0
4447,410,410,410,410,410,410,410,410,410,410,0,410,410,410,410,410,410,0
4453,10,10,10,10,10,0,10,10,10,10,0,10,10,10,10,10,10,0
4454,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,0
4455,6,6,6,6,6,0,6,6,6,6,0,6,6,6,6,6,6,0
4456,47,47,47,47,47,47,47,47,47,47,0,47,47,47,47,47,47,0
4462,7,7,7,7,7,2,7,7,7,7,0,7,7,7,7,7,7,0
4463,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
4466,7,7,7,7,7,7,7,7,7,7,0,7,7,7,7,7,7,0
4470,5,5,5,5,5,0,5,5,5,5,0,5,5,5,5,5,5,0
4472,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4473,24,24,24,24,24,24,24,24,24,24,0,24,24,24,24,24,24,0
4474,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4475,5,5,5,5,5,0,5,5,5,5,0,5,5,5,5,5,5,0
4477,5,5,5,5,5,0,5,5,5,5,0,5,5,5,5,5,5,0
4478,5,5,5,5,5,0,5,5,5,5,0,5,5,5,5,5,5,0
4482,5,5,5,5,5,0,5,5,5,5,0,5,5,5,5,5,5,0
4485,5,5,5,5,5,0,5,5,5,5,0,5,5,5,5,5,5,0
4491,5,5,5,5,5,0,5,5,5,5,0,5,5,5,5,5,5,0
4494,3,3,3,3,3,1,3,3,3,3,0,3,3,3,3,3,3,0
4495,153,153,153,153,153,153,153,153,153,153,0,153,153,153,153,153,153,0
4497,70,70,70,70,70,70,70,70,70,70,0,70,70,70,70,70,70,0
4499,2,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,0
4500,285,285,285,285,285,285,285,285,285,285,0,285,285,285,285,285,285,0
4501,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,0
4505,29,29,29,29,29,0,29,29,29,29,0,29,29,29,29,29,29,0
4507,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,0
4508,111,111,111,111,111,36,111,111,111,111,0,111,111,111,111,111,111,0
4510,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,0
4511,104,104,104,104,104,104,104,104,104,104,0,104,104,104,104,104,104,0
4513,147,147,147,147,147,147,147,147,147,147,0,147,147,147,147,147,147,0
4514,29,29,29,29,29,29,29,29,29,29,0,29,29,29,29,29,29,0
4515,22,22,22,22,22,22,22,22,22,22,0,22,22,22,22,22,22,0
4517,46,46,46,46,46,46,46,46,46,46,0,46,46,46,46,46,46,0
4518,374,374,374,374,374,374,374,374,374,374,0,374,374,374,374,374,374,0
4519,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4523,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4524,172,172,172,172,172,47,172,172,172,172,0,172,172,172,172,172,172,0
4525,179,179,179,179,179,179,179,179,179,179,0,179,179,179,179,179,179,0
4527,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,0
4531,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,0
4533,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4534,1068,1068,1068,1068,1068,1024,1068,1068,1068,1068,0,1068,1068,1068,1068,1068,1068,0
4536,242,242,242,242,242,242,242,242,242,242,0,242,242,242,242,242,242,0
4537,45,45,45,45,45,45,45,45,45,45,0,45,45,45,45,45,45,0
4538,74,74,74,74,74,74,74,74,74,74,0,74,74,74,74,74,74,0
4539,129,129,129,129,129,129,129,129,129,129,0,129,129,129,129,129,129,0
4540,4,4,4,4,4,4,4,4,4,4,0,4,4,4,4,4,4,0
4543,25,25,25,25,25,25,25,25,25,25,0,25,25,25,25,25,25,0
4544,103,103,103,103,103,103,103,103,103,103,0,103,103,103,103,103,103,0
4545,191,191,191,191,191,0,191,191,191,191,0,191,191,191,191,191,191,0
4546,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4547,57,57,57,57,57,57,57,57,57,57,0,57,57,57,57,57,57,0
4548,26,26,26,26,26,26,26,26,26,26,0,26,26,26,26,26,26,0
4549,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
4556,13,13,13,13,13,5,13,13,13,13,0,13,13,13,13,13,13,0
4557,3,3,3,3,3,0,3,3,3,3,0,3,3,3,3,3,3,0
4558,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
4559,2,2,2,2,2,0,2,2,2,2,0,2,2,2,2,2,2,0
4563,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,0
4564,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0
4568,150,150,150,150,150,150,150,150,150,150,0,150,150,150,150,150,150,0
4569,5,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,5,0
4571,3,3,3,3,3,3,3,3,3,3,0,3,3,3,3,3,3,0
4572,189,189,189,189,189,189,189,189,189,189,0,189,189,189,189,189,189,0
4575,427,427,427,427,427,427,427,427,427,427,0,427,427,427,427,427,427,0
4576,24,24,24,24,24,24,24,24,24,24,0,24,24,24,24,24,24,0
4578,9859,9859,9859,9859,9859,9859,9859,9859,9859,9859,0,9859,9859,9859,9859,9859,9859,0
4581,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0
4582,108,108,108,108,108,108,108,108,108,108,0,108,108,108,108,108,108,0
4583,47,47,47,47,47,47,47,47,47,47,0,47,47,47,47,47,47,0
4585,24,24,24,24,24,24,24,24,24,24,0,24,24,24,24,24,24,0
4587,37,37,37,37,37,37,37,37,37,37,0,37,37,37,37,37,37,0
4590,2658,2658,2658,2658,2658,2344,2658,2658,2658,2658,0,2658,2658,2658,2658,2658,2658,0
4591,15,15,15,15,15,15,15,15,15,15,0,15,15,15,15,15,15,0
4592,8,8,8,8,8,8,8,8,8,8,0,8,8,8,8,8,8,0
4593,986,986,986,986,986,0,986,986,986,986,0,986,986,986,986,986,986,0
4604,26,26,26,26,26,26,26,26,26,26,0,26,26,26,26,26,26,0
4605,94,94,94,94,94,94,94,94,94,94,0,94,94,94,94,94,94,0
4608,24,24,24,24,24,24,24,24,24,24,0,24,24,24,24,24,24,0
4609,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0
